141.37,3.50,6.67,-0.38,0.22,-0.56,0.48
172.12,3.50,6.67,-0.38,0.22,-0.81,0.45
171.38,3.33,6.50,-0.38,0.22,-0.84,0.56
121.61,3.00,6.50,-0.39,0.20,-0.88,0.48
191.35,2.50,6.17,-0.38,0.19,-0.97,0.48
256.80,1.83,6.00,-0.39,0.17,-1.20,0.53
166.47,1.33,5.67,-0.38,0.16,-1.11,0.34
146.22,0.67,5.17,-0.37,0.15,-1.33,0.45
166.37,0.33,4.83,-0.36,0.15,-1.25,0.55
168.18,-0.17,4.50,-0.36,0.14,-1.19,0.52
167.48,-0.50,4.17,-0.35,0.13,-1.13,0.52
168.24,-0.67,3.83,-0.34,0.13,-1.23,0.59
144.57,-0.83,3.83,-0.34,0.12,-1.16,0.52
164.31,-1.00,3.67,-0.34,0.12,-1.17,0.52
171.23,-1.00,3.67,-0.34,0.12,-1.06,0.44
169.93,-1.00,3.83,-0.34,0.12,-0.98,0.38
166.92,-0.83,3.83,-0.34,0.12,-1.05,0.39
169.43,-0.83,3.83,-0.34,0.12,-0.94,0.34
142.84,-0.83,3.83,-0.34,0.12,-1.00,0.41
167.48,-0.83,3.83,-0.34,0.12,-1.13,0.36
162.51,-0.83,3.83,-0.34,0.12,-0.97,0.42
171.53,-1.00,3.83,-0.34,0.12,-1.08,0.45
167.45,-1.00,3.83,-0.34,0.12,-1.00,0.42
144.34,-1.00,3.83,-0.34,0.12,-0.98,0.50
169.07,-1.00,3.83,-0.34,0.12,-1.03,0.39
166.26,-1.00,3.83,-0.34,0.12,-1.05,0.39
170.04,-1.00,3.83,-0.34,0.12,-0.98,0.34
167.36,-1.00,3.83,-0.34,0.12,-1.06,0.30
168.80,-1.00,3.83,-0.34,0.12,-1.05,0.36
142.13,-1.00,3.83,-0.34,0.12,-1.08,0.44
138.74,-1.00,3.83,-0.34,0.12,-1.08,0.36
216.27,-1.00,3.83,-0.34,0.12,-0.98,0.33
163.93,-1.00,3.83,-0.34,0.12,-1.03,0.17
170.69,-1.00,3.83,-0.34,0.12,-1.02,0.38
167.48,-1.00,3.83,-0.34,0.12,-0.88,0.41
143.66,-1.00,3.83,-0.34,0.12,-1.06,0.36
164.09,-1.00,3.83,-0.34,0.12,-1.00,0.30
171.64,-1.00,3.83,-0.34,0.12,-0.92,0.39
166.53,-1.00,3.83,-0.34,0.12,-1.05,0.38
162.74,-1.00,3.83,-0.34,0.12,-1.03,0.44
146.91,-1.00,3.83,-0.34,0.12,-1.05,0.38
167.75,-1.00,3.83,-0.34,0.12,-1.09,0.45
168.64,-1.00,3.83,-0.34,0.12,-1.00,0.34
167.42,-1.00,3.83,-0.34,0.12,-1.03,0.33
168.47,-1.00,3.83,-0.34,0.12,-1.09,0.38
167.61,-1.00,3.83,-0.34,0.12,-1.00,0.39
143.29,-1.00,3.83,-0.34,0.12,-1.11,0.45
165.91,-1.00,3.83,-0.34,0.12,-1.00,0.39
169.91,-1.00,3.83,-0.34,0.12,-0.94,0.28
165.12,-1.00,3.83,-0.34,0.12,-1.05,0.34
167.84,-1.00,3.83,-0.34,0.12,-1.02,0.33
169.15,-1.00,3.83,-0.34,0.12,-0.97,0.39
144.09,-1.00,3.83,-0.34,0.12,-1.05,0.39
164.80,-1.00,3.83,-0.34,0.12,-1.13,0.41
168.57,-1.00,3.83,-0.34,0.12,-0.98,0.34
170.99,-1.00,3.83,-0.34,0.12,-1.06,0.28
167.20,-1.00,3.83,-0.34,0.12,-0.92,0.34
142.86,-1.17,3.83,-0.35,0.12,-1.03,0.45
168.50,-1.17,3.83,-0.35,0.12,-1.02,0.34
166.83,-1.17,3.83,-0.35,0.12,-0.98,0.33
169.49,-1.17,3.83,-0.35,0.12,-1.03,0.33
164.61,-1.17,3.83,-0.35,0.12,-1.03,0.34
169.04,-1.33,3.83,-0.35,0.11,-0.98,0.34
142.15,-1.33,3.83,-0.35,0.11,-1.08,0.31
169.95,-1.33,3.83,-0.35,0.11,-1.02,0.33
165.31,-1.50,3.83,-0.35,0.11,-1.05,0.38
168.49,-1.50,3.83,-0.35,0.11,-1.05,0.31
167.25,-1.50,3.83,-0.35,0.11,-1.00,0.31
143.66,-1.67,3.83,-0.36,0.10,-1.03,0.36
167.06,-1.83,3.83,-0.36,0.10,-1.02,0.28
166.69,-1.83,3.83,-0.36,0.10,-1.06,0.34
169.34,-2.00,3.83,-0.36,0.09,-1.13,0.36
165.42,-2.17,3.83,-0.36,0.09,-1.14,0.28
168.20,-2.17,3.83,-0.36,0.09,-1.16,0.28
143.63,-2.33,3.83,-0.37,0.09,-1.08,0.28
169.64,-2.33,3.83,-0.37,0.09,-1.08,0.27
166.89,-2.17,3.83,-0.36,0.09,-1.05,0.27
164.80,-2.17,3.83,-0.36,0.09,-1.09,0.23
171.38,-2.17,3.83,-0.36,0.09,-1.00,0.27
141.86,-2.17,3.83,-0.36,0.09,-1.08,0.28
167.34,-2.17,3.67,-0.36,0.09,-1.20,0.28
169.26,-2.33,3.67,-0.36,0.09,-1.06,0.27
167.78,-2.33,3.67,-0.36,0.09,-1.20,0.31
168.23,-2.33,3.67,-0.36,0.09,-1.06,0.27
163.13,-2.33,3.67,-0.36,0.09,-1.19,0.25
145.41,-2.33,3.50,-0.35,0.09,-1.08,0.25
168.12,-2.33,3.50,-0.35,0.09,-1.08,0.09
168.04,-2.33,3.50,-0.35,0.09,-1.09,0.16
165.65,-2.33,3.33,-0.34,0.09,-1.03,0.22
167.47,-2.33,3.33,-0.34,0.09,-1.08,0.30
143.91,-2.33,3.33,-0.34,0.09,-0.98,0.19
168.10,-2.33,3.33,-0.34,0.09,-1.02,0.30
165.32,-2.33,3.33,-0.34,0.09,-1.02,0.38
169.17,-2.33,3.33,-0.34,0.09,-1.02,0.28
168.13,-2.33,3.33,-0.34,0.09,-1.05,0.38
165.65,-2.33,3.33,-0.34,0.09,-1.02,0.28
140.32,-2.33,3.33,-0.34,0.09,-1.03,0.30
173.15,-2.33,3.33,-0.34,0.09,-1.06,0.27
168.57,-2.33,3.33,-0.34,0.09,-1.00,0.27
163.23,-2.33,3.33,-0.34,0.09,-0.80,0.25
170.10,-2.33,3.33,-0.34,0.09,-1.06,0.31
143.89,-2.33,3.33,-0.34,0.09,-1.03,0.30
168.41,-2.50,3.33,-0.35,0.09,-0.92,0.36
164.80,-2.50,3.33,-0.35,0.09,-1.11,0.31
168.92,-2.50,3.33,-0.35,0.09,-1.03,0.22
167.05,-2.50,3.33,-0.35,0.09,-1.00,0.27
168.49,-2.50,3.33,-0.35,0.09,-1.05,0.30
142.61,-2.67,3.33,-0.35,0.08,-1.03,0.33
166.66,-2.67,3.33,-0.35,0.08,-0.97,0.30
169.41,-2.67,3.33,-0.35,0.08,-1.02,0.27
167.20,-2.67,3.33,-0.35,0.08,-0.98,0.22
163.40,-2.67,3.33,-0.35,0.08,-0.98,0.27
170.98,-2.83,3.33,-0.35,0.08,-0.95,0.28
143.37,-2.83,3.33,-0.35,0.08,-1.00,0.28
168.75,-3.00,3.33,-0.36,0.07,-1.05,0.28
163.16,-3.17,3.33,-0.36,0.07,-1.03,0.25
170.99,-3.17,3.33,-0.36,0.07,-0.78,0.14
168.24,-3.33,3.33,-0.36,0.07,-1.09,0.22
143.28,-3.50,3.33,-0.36,0.06,-1.05,0.17
163.58,-3.67,3.17,-0.36,0.06,-1.13,0.20
169.83,-3.83,3.00,-0.35,0.06,-1.16,0.08
169.43,-3.83,3.00,-0.35,0.06,-1.09,0.13
167.50,-3.83,2.67,-0.34,0.06,-1.11,0.17
139.90,-3.83,2.50,-0.33,0.06,-0.98,0.02
171.18,-3.83,2.17,-0.32,0.07,-0.95,0.20
170.06,-3.83,2.00,-0.31,0.07,-0.98,0.30
165.72,-3.83,1.83,-0.30,0.07,-0.92,0.23
166.67,-3.83,1.67,-0.30,0.07,-0.92,0.28
167.56,-3.83,1.50,-0.29,0.07,-0.88,0.19
144.07,-3.83,1.33,-0.28,0.07,-0.83,0.19
167.25,-3.83,1.17,-0.28,0.07,-0.84,0.20
161.80,-3.83,1.00,-0.27,0.08,-0.80,0.19
175.01,-3.83,0.83,-0.26,0.08,-0.78,0.25
170.15,-3.83,0.67,-0.25,0.08,-0.83,0.23
142.92,-3.83,0.50,-0.25,0.08,-0.75,0.31
163.64,-3.83,0.50,-0.25,0.08,-0.73,0.31
171.29,-3.83,0.50,-0.25,0.08,-0.75,0.31
168.32,-3.83,0.50,-0.25,0.08,-0.67,0.42
165.59,-3.83,0.50,-0.25,0.08,-0.72,0.30
167.36,-3.83,0.50,-0.25,0.08,-0.75,0.25
145.07,-3.83,0.50,-0.25,0.08,-0.67,0.25
168.86,-3.83,0.50,-0.25,0.08,-0.67,0.30
164.23,-3.83,0.50,-0.25,0.08,-0.75,0.33
168.74,-3.83,0.50,-0.25,0.08,-0.69,0.27
169.69,-3.83,0.50,-0.25,0.08,-0.78,0.25
166.20,-3.83,0.50,-0.25,0.08,-0.66,0.30
138.79,-3.83,0.50,-0.25,0.08,-0.75,0.28
168.75,-3.83,0.50,-0.25,0.08,-0.78,0.05
174.73,-3.83,0.50,-0.25,0.08,-0.72,0.30
166.91,-3.83,0.50,-0.25,0.08,-0.75,0.08
164.87,-3.83,0.50,-0.25,0.08,-0.80,0.28
145.14,-3.83,0.50,-0.25,0.08,-0.69,0.33
170.24,-3.83,0.50,-0.25,0.08,-0.81,0.27
166.59,-3.83,0.50,-0.25,0.08,-0.75,0.31
162.14,-3.83,0.50,-0.25,0.08,-0.72,0.25
172.62,-3.83,0.50,-0.25,0.08,-0.81,0.30
166.42,-3.83,0.50,-0.25,0.08,-0.73,0.09
143.62,-3.83,0.50,-0.25,0.08,-0.73,0.27
164.80,-3.83,0.50,-0.25,0.08,-0.77,0.28
169.92,-3.83,0.50,-0.25,0.08,-0.64,0.30
168.66,-3.83,0.50,-0.25,0.08,-0.73,0.27
162.97,-3.83,0.50,-0.25,0.08,-0.72,0.09
170.99,-3.83,0.50,-0.25,0.08,-0.70,0.09
142.86,-3.83,0.50,-0.25,0.08,-0.73,0.11
168.98,-3.83,0.50,-0.25,0.08,-0.72,0.09
166.22,-3.83,0.50,-0.25,0.08,-0.69,0.33
168.24,-3.83,0.50,-0.25,0.08,-0.73,0.27
167.30,-3.83,0.50,-0.25,0.08,-0.73,0.28
144.09,-3.83,0.50,-0.25,0.08,-0.72,0.11
162.33,-3.83,0.50,-0.25,0.08,-0.78,0.23
170.69,-3.83,0.50,-0.25,0.08,-0.70,0.09
168.57,-3.83,0.50,-0.25,0.08,-0.70,0.28
168.01,-3.83,0.50,-0.25,0.08,-0.73,0.36
162.39,-3.83,0.50,-0.25,0.08,-0.72,0.27
146.03,-3.83,0.50,-0.25,0.08,-0.75,0.23
167.22,-4.00,0.50,-0.25,0.08,-0.72,0.09
169.98,-4.00,0.50,-0.25,0.08,-0.72,0.27
163.61,-4.00,0.50,-0.25,0.08,-0.73,0.31
169.32,-4.00,0.50,-0.25,0.08,-0.78,0.30
168.61,-4.00,0.50,-0.25,0.08,-0.69,0.23
142.69,-4.00,0.50,-0.25,0.08,-0.73,0.25
163.11,-4.00,0.50,-0.25,0.08,-0.75,0.25
172.00,-4.00,0.50,-0.25,0.08,-0.69,0.06
169.32,-4.00,0.50,-0.25,0.08,-0.78,0.25
161.78,-4.00,0.50,-0.25,0.08,-0.77,0.22
171.71,-4.00,0.50,-0.25,0.08,-0.61,0.27
143.87,-4.00,0.50,-0.25,0.08,-0.78,0.27
167.48,-4.00,0.50,-0.25,0.08,-0.70,0.23
166.06,-4.00,0.50,-0.25,0.08,-0.67,0.09
168.75,-4.00,0.50,-0.25,0.08,-0.78,0.25
166.80,-4.00,0.50,-0.25,0.08,-0.80,0.09
168.43,-4.00,0.50,-0.25,0.08,-0.75,0.09
140.37,-4.00,0.50,-0.25,0.08,-0.78,0.06
165.78,-4.00,0.50,-0.25,0.08,-0.67,0.13
174.12,-4.00,0.50,-0.25,0.08,-0.75,0.27
168.61,-4.00,0.50,-0.25,0.08,-0.78,0.09
162.84,-4.00,0.50,-0.25,0.08,-0.70,0.30
145.82,-4.00,0.50,-0.25,0.08,-0.75,0.23
168.44,-4.00,0.50,-0.25,0.08,-0.77,0.06
167.64,-4.00,0.50,-0.25,0.08,-0.70,0.25
167.03,-4.00,0.50,-0.25,0.08,-0.69,0.38
167.28,-4.00,0.50,-0.25,0.08,-0.78,0.28
167.64,-4.00,0.50,-0.25,0.08,-0.70,0.09
143.60,-4.00,0.50,-0.25,0.08,-0.75,0.33
166.41,-4.00,0.50,-0.25,0.08,-0.72,0.27
168.44,-4.00,0.50,-0.25,0.08,-0.70,0.30
169.08,-4.00,0.50,-0.25,0.08,-0.56,0.06
165.54,-4.00,0.50,-0.25,0.08,-0.75,0.27
165.73,-4.00,0.50,-0.25,0.08,-0.66,0.23
144.95,-4.00,0.50,-0.25,0.08,-0.75,0.28
169.66,-4.00,0.50,-0.25,0.08,-0.70,0.25
166.14,-4.00,0.50,-0.25,0.08,-0.70,0.30
166.28,-4.00,0.50,-0.25,0.08,-0.78,0.25
168.81,-4.00,0.50,-0.25,0.08,-0.69,0.06
167.78,-4.00,0.50,-0.25,0.08,-0.70,0.25
141.59,-4.00,0.50,-0.25,0.08,-0.84,0.05
168.04,-4.00,0.50,-0.25,0.08,-0.77,0.33
168.18,-4.00,0.50,-0.25,0.08,-0.75,0.27
169.32,-4.00,0.50,-0.25,0.08,-0.81,0.31
162.39,-4.00,0.50,-0.25,0.08,-0.69,0.22
168.32,-4.00,0.50,-0.25,0.08,-0.73,0.06
144.85,-4.00,0.50,-0.25,0.08,-0.77,0.31
171.17,-4.00,0.50,-0.25,0.08,-0.72,0.27
162.78,-4.00,0.50,-0.25,0.08,-0.77,0.31
169.69,-4.00,0.50,-0.25,0.08,-0.66,0.27
169.35,-4.00,0.50,-0.25,0.08,-0.69,0.09
166.08,-4.00,0.50,-0.25,0.08,-0.73,0.09
140.00,-4.00,0.50,-0.25,0.08,-0.83,0.31
168.72,-4.00,0.50,-0.25,0.08,-0.69,0.11
173.20,-4.00,0.50,-0.25,0.08,-0.63,0.05
166.28,-4.00,0.50,-0.25,0.08,-0.75,0.30
162.08,-4.00,0.50,-0.25,0.08,-0.75,0.11
173.26,-4.00,0.50,-0.25,0.08,-0.80,0.25
143.39,-4.00,0.50,-0.25,0.08,-0.72,0.08
167.90,-4.00,0.50,-0.25,0.08,-0.56,0.13
166.96,-4.00,0.50,-0.25,0.08,-0.78,0.05
166.53,-4.00,0.50,-0.25,0.08,-0.69,0.09
168.39,-3.83,0.50,-0.25,0.08,-0.67,0.22
142.82,-3.83,0.50,-0.25,0.08,-0.75,0.30
167.23,-3.83,0.50,-0.25,0.08,-0.75,0.09
169.81,-3.83,0.50,-0.25,0.08,-0.75,0.09
167.61,-3.83,0.50,-0.25,0.08,-0.78,0.28
163.22,-3.83,0.50,-0.25,0.08,-0.72,0.27
169.95,-3.83,0.50,-0.25,0.08,-0.69,0.22
141.28,-3.83,0.50,-0.25,0.08,-0.78,0.25
173.82,-3.83,0.50,-0.25,0.08,-0.69,0.09
163.13,-3.83,0.50,-0.25,0.08,-0.77,0.28
169.37,-3.83,0.50,-0.25,0.08,-0.69,0.09
165.29,-3.83,0.50,-0.25,0.08,-0.75,0.31
171.55,-3.83,0.50,-0.25,0.08,-0.70,0.27
141.86,-3.83,0.50,-0.25,0.08,-0.72,0.41
163.59,-3.83,0.50,-0.25,0.08,-0.72,0.30
